Unnamed: 0,comment_ratio,cyclomatic_complexity,fanout_external,fanout_internal,halstead_bugprop,halstead_difficulty,halstead_effort,halstead_timerequired,halstead_volume,lang,loc,maintainability_index,operands_sum,operands_uniq,operators_sum,operators_uniq,pylint,tiobe,tiobe_compiler,tiobe_complexity,tiobe_coverage,tiobe_duplication,tiobe_fanout,tiobe_functional,tiobe_security,tiobe_standard,halstead_vocabulary
/humaneval-x/python/human/problem_13.py,0.0,2,0,0,0.031,18.0,1677.762,93.209,93.209,python,4,72.808,12,3,14,9,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,12
/humaneval-x/python/human/problem_14.py,0.0,2,1,0,0.06,10.667,1920.907,106.717,180.085,python,6,66.964,16,9,25,12,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,21
/humaneval-x/python/human/problem_15.py,0.0,2,0,0,0.039,7.857,917.384,50.966,116.758,python,2,78.689,10,7,18,11,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,18
/humaneval-x/python/human/problem_16.py,0.0,1,0,0,0.026,4.083,317.313,17.628,77.709,python,2,80.062,7,6,14,7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,13
/humaneval-x/python/human/problem_17.py,0.0,3,1,0,0.061,10.5,1925.684,106.982,183.399,python,4,70.615,15,10,25,14,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,24
/humaneval-x/python/human/problem_18.py,0.0,3,0,0,0.08,14.95,3584.244,199.125,239.749,python,6,65.959,23,10,30,13,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,23
/humaneval-x/python/human/problem_19.py,0.0,3,1,0,0.119,9.579,3430.719,190.595,358.152,python,15,56.058,26,19,45,14,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,33
/humaneval-x/python/human/problem_20.py,0.0,7,1,0,0.164,20.533,10074.805,559.711,490.656,python,16,53.951,44,15,57,14,100.0,87.727,100.0,18.182,100.0,100.0,100.0,100.0,100.0,100.0,29
/humaneval-x/python/human/problem_21.py,0.0,2,1,0,0.064,12.375,2365.565,131.42,191.157,python,5,68.509,18,8,27,11,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,19
/humaneval-x/python/human/problem_22.py,0.0,3,1,0,0.041,10.833,1343.333,74.63,124.0,python,3,74.53,13,6,18,10,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,16
/humaneval-x/python/human/problem_23.py,0.0,1,0,0,0.016,3.75,174.401,9.689,46.507,python,2,81.623,5,4,9,6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10
/humaneval-x/python/human/problem_24.py,0.0,3,0,0,0.035,8.25,870.26,48.348,105.486,python,4,72.297,11,6,16,9,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,15
/humaneval-x/python/human/problem_25.py,0.0,5,2,0,0.108,20.455,6634.03,368.557,324.33,python,14,56.744,30,11,39,15,100.0,91.0,100.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,26
/humaneval-x/python/human/problem_26.py,0.0,3,2,0,0.055,12.0,1970.799,109.489,164.233,python,5,68.836,16,8,22,12,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,20
/humaneval-x/python/human/problem_27.py,0.0,1,0,0,0.017,5.833,290.669,16.148,49.829,python,2,81.413,5,3,10,7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10
/humaneval-x/python/human/problem_28.py,0.0,1,1,0,0.023,7.875,553.678,30.76,70.308,python,3,76.525,7,4,12,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,13
/humaneval-x/python/human/problem_29.py,0.0,3,1,0,0.045,12.833,1731.041,96.169,134.886,python,3,74.275,14,6,19,11,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,17
/humaneval-x/python/human/problem_30.py,0.0,3,0,0,0.019,7.0,401.516,22.306,57.359,python,2,80.716,7,4,9,8,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,12
/humaneval-x/python/human/problem_31.py,0.0,2,0,0,0.035,9.167,953.333,52.963,104.0,python,7,67.173,11,6,15,10,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,16
/humaneval-x/python/human/problem_32.py,22.128,5,1,0,0.19,22.222,12662.13,703.452,569.796,python,16,53.765,50,18,62,16,100.0,91.0,100.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,34
/humaneval-x/python/human/problem_33.py,0.0,1,0,0,0.035,9.625,998.911,55.495,103.783,python,4,72.615,11,4,19,7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,11
/humaneval-x/python/human/problem_34.py,0.0,1,0,0,0.017,3.0,153.0,8.5,51.0,python,2,81.342,6,4,11,4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,8
/humaneval-x/python/human/problem_35.py,0.0,3,0,0,0.032,10.8,1027.986,57.11,95.184,python,6,68.768,12,5,13,9,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,14
/humaneval-x/python/human/problem_36.py,0.0,5,0,0,0.108,12.25,3967.221,220.401,323.855,python,10,59.936,28,16,38,14,100.0,91.0,100.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,30
/humaneval-x/python/human/problem_37.py,0.0,3,0,0,0.118,12.857,4532.567,251.809,352.533,python,10,59.947,30,14,45,12,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,26
/humaneval-x/python/human/problem_38.py,37.822,4,0,0,0.16,19.0,9136.63,507.591,480.875,python,9,59.867,38,15,60,15,100.0,93.807,100.0,58.716,100.0,100.0,100.0,100.0,100.0,100.0,30
/humaneval-x/python/human/problem_39.py,0.0,4,1,0,0.154,21.143,9752.095,541.783,461.248,python,16,54.542,37,14,57,16,100.0,93.807,100.0,58.716,100.0,100.0,100.0,100.0,100.0,100.0,30
/humaneval-x/python/human/problem_40.py,0.0,4,0,0,0.088,13.889,3657.938,203.219,263.372,python,7,64.078,25,9,37,10,100.0,93.807,100.0,58.716,100.0,100.0,100.0,100.0,100.0,100.0,19
/humaneval-x/python/human/problem_41.py,0.0,1,0,0,0.011,3.333,110.0,6.111,33.0,python,2,82.666,4,3,7,5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,8
/humaneval-x/python/human/problem_42.py,0.0,2,0,0,0.02,6.0,365.666,20.315,60.944,python,2,80.666,6,4,11,8,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,12
/humaneval-x/python/human/problem_43.py,0.0,3,0,0,0.052,8.333,1309.778,72.765,157.173,python,6,67.243,15,9,22,10,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,19
/humaneval-x/python/human/problem_44.py,0.0,2,0,0,0.048,12.143,1737.172,96.51,143.061,python,6,67.663,17,7,18,10,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,17
/humaneval-x/python/human/problem_45.py,0.0,1,0,0,0.013,5.833,232.535,12.919,39.863,python,2,82.092,5,3,7,7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10
/humaneval-x/python/human/problem_46.py,0.0,2,0,0,0.118,16.792,5926.334,329.241,352.933,python,8,62.192,31,12,45,13,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,25
/humaneval-x/python/human/problem_47.py,0.0,2,0,0,0.085,19.714,5024.691,279.15,254.876,python,6,65.907,23,7,37,12,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,19
/humaneval-x/python/human/problem_48.py,0.0,2,0,0,0.044,9.75,1295.134,71.952,132.834,python,5,69.616,13,6,21,9,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,15
/humaneval-x/python/human/problem_49.py,0.0,2,0,0,0.042,7.875,997.852,55.436,126.711,python,5,69.76,14,8,17,9,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,17
/humaneval-x/python/human/problem_50.py,28.296,2,0,0,0.14,24.0,10060.478,558.915,419.187,python,5,66.122,40,10,54,12,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,22
/humaneval-x/python/human/problem_51.py,0.0,3,0,0,0.065,12.0,2333.841,129.658,194.487,python,2,77.003,24,10,21,10,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,20
/humaneval-x/python/human/problem_52.py,0.0,2,0,0,0.025,6.4,473.656,26.314,74.009,python,5,71.395,8,5,12,8,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,13
/humaneval-x/python/human/problem_53.py,0.0,1,0,0,0.015,6.0,266.274,14.793,44.379,python,2,81.765,6,3,8,6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,9
/humaneval-x/python/human/problem_54.py,0.0,1,0,0,0.022,6.0,398.631,22.146,66.439,python,2,80.538,8,4,12,6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10
/humaneval-x/python/human/problem_55.py,0.0,1,0,0,0.037,8.167,906.608,50.367,111.013,python,6,68.569,14,6,16,7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,13
/humaneval-x/python/human/problem_56.py,0.0,4,0,0,0.05,11.25,1688.82,93.823,150.117,python,10,62.409,18,8,18,10,100.0,93.807,100.0,58.716,100.0,100.0,100.0,100.0,100.0,100.0,18
/humaneval-x/python/human/problem_57.py,0.0,2,0,0,0.029,9.0,774.352,43.02,86.039,python,4,73.051,9,4,15,8,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,12
/humaneval-x/python/human/problem_58.py,0.0,4,0,0,0.057,9.0,1538.702,85.483,170.967,python,7,65.392,18,9,23,9,100.0,93.807,100.0,58.716,100.0,100.0,100.0,100.0,100.0,100.0,18
/humaneval-x/python/human/problem_59.py,0.0,4,0,0,0.105,17.5,5511.266,306.181,314.929,python,13,57.67,30,12,37,14,100.0,93.807,100.0,58.716,100.0,100.0,100.0,100.0,100.0,100.0,26
/humaneval-x/python/human/problem_60.py,0.0,1,0,0,0.018,3.0,159.453,8.858,53.151,python,2,81.217,6,5,10,5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10
/humaneval-x/python/human/problem_61.py,0.0,4,0,0,0.05,11.25,1688.82,93.823,150.117,python,10,62.409,18,8,18,10,100.0,93.807,100.0,58.716,100.0,100.0,100.0,100.0,100.0,100.0,18
/humaneval-x/python/human/problem_62.py,0.0,2,0,0,0.034,6.75,685.659,38.092,101.579,python,2,79.113,9,6,17,9,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,15
/humaneval-x/python/human/problem_63.py,0.0,1,0,0,0.053,10.0,1599.089,88.838,159.909,python,8,64.734,20,7,22,7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,14
/humaneval-x/python/human/problem_64.py,0.0,4,0,0,0.072,12.0,2585.919,143.662,215.493,python,9,62.307,24,12,23,12,100.0,93.807,100.0,58.716,100.0,100.0,100.0,100.0,100.0,100.0,24
/humaneval-x/python/human/problem_65.py,0.0,2,0,0,0.067,16.5,3304.714,183.595,200.286,python,6,66.64,18,6,31,11,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,17
/humaneval-x/python/human/problem_66.py,0.0,4,0,0,0.034,6.5,668.191,37.122,102.799,python,3,74.966,13,7,14,7,100.0,93.807,100.0,58.716,100.0,100.0,100.0,100.0,100.0,100.0,14
/humaneval-x/python/human/problem_67.py,0.0,3,0,0,0.058,7.2,1253.988,69.666,174.165,python,6,66.931,16,10,25,9,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,19
/humaneval-x/python/human/problem_68.py,0.0,1,0,0,0.085,10.45,2662.184,147.899,254.754,python,5,67.77,19,10,39,11,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,21
/humaneval-x/python/human/problem_69.py,0.0,4,0,0,0.089,18.667,4981.95,276.775,266.89,python,10,60.659,24,9,35,14,100.0,93.807,100.0,58.716,100.0,100.0,100.0,100.0,100.0,100.0,23
/humaneval-x/python/human/problem_70.py,0.0,4,0,0,0.061,12.375,2260.428,125.579,182.661,python,7,65.191,18,8,25,11,100.0,93.807,100.0,58.716,100.0,100.0,100.0,100.0,100.0,100.0,19
/humaneval-x/python/human/problem_71.py,0.0,3,0,0,0.114,21.333,7308.816,406.045,342.601,python,7,63.413,32,9,46,12,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,21
/humaneval-x/python/human/problem_72.py,0.0,2,0,0,0.07,17.062,3597.308,199.85,210.831,python,10,61.645,21,8,27,13,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,21
/humaneval-x/python/human/problem_73.py,0.0,3,0,0,0.062,13.5,2508.879,139.382,185.843,python,6,66.733,18,8,25,12,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,20
/humaneval-x/python/human/problem_74.py,0.0,4,0,0,0.057,12.857,2211.429,122.857,172.0,python,13,59.509,20,7,23,9,100.0,93.807,100.0,58.716,100.0,100.0,100.0,100.0,100.0,100.0,16
/humaneval-x/python/human/problem_75.py,0.0,4,0,0,0.114,17.05,5841.343,324.519,342.601,python,14,56.712,31,10,47,11,100.0,93.807,100.0,58.716,100.0,100.0,100.0,100.0,100.0,100.0,21
/humaneval-x/python/human/problem_76.py,0.0,2,0,0,0.046,16.875,2310.462,128.359,136.916,python,7,66.337,15,4,22,9,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,13
/humaneval-x/python/human/problem_77.py,0.0,1,0,0,0.038,7.333,837.618,46.534,114.221,python,3,75.049,11,6,19,8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,14
/humaneval-x/python/human/problem_78.py,0.0,3,0,0,0.057,9.375,1602.815,89.045,170.967,python,7,65.527,15,8,26,10,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,18
/humaneval-x/python/human/problem_79.py,0.0,1,0,0,0.025,7.0,526.989,29.277,75.284,python,2,80.158,10,5,11,7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,12
/humaneval-x/python/human/problem_80.py,0.0,4,0,0,0.088,21.429,5643.675,313.538,263.372,python,8,62.813,25,7,37,12,100.0,93.807,100.0,58.716,100.0,100.0,100.0,100.0,100.0,100.0,19
/humaneval-x/python/human/problem_81.py,0.0,15,0,0,0.298,17.233,15418.856,856.603,894.711,python,31,44.782,94,30,73,11,100.0,85.3,100.0,2.0,100.0,100.0,100.0,100.0,100.0,100.0,41
/humaneval-x/python/human/problem_82.py,0.0,3,0,0,0.047,9.375,1329.164,73.842,141.777,python,8,64.831,15,8,19,10,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,18
/humaneval-x/python/human/problem_83.py,0.0,1,0,0,0.026,5.6,441.667,24.537,78.869,python,3,76.175,8,5,14,7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,12
/humaneval-x/python/human/problem_84.py,0.0,2,0,0,0.032,4.5,428.327,23.796,95.184,python,2,79.31,9,7,16,7,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,14
/humaneval-x/python/human/problem_85.py,0.0,3,0,0,0.049,8.75,1277.04,70.947,145.947,python,2,77.876,14,8,21,10,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,18
/humaneval-x/python/human/problem_86.py,0.0,2,0,0,0.037,6.0,662.48,36.804,110.413,python,2,78.859,9,6,20,8,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,14
/humaneval-x/python/human/problem_87.py,0.0,4,0,0,0.11,12.5,4124.974,229.165,329.998,python,3,71.419,30,12,44,10,100.0,93.807,100.0,58.716,100.0,100.0,100.0,100.0,100.0,100.0,22
/humaneval-x/python/human/problem_88.py,0.0,3,0,0,0.051,11.143,1704.026,94.668,152.925,python,2,77.734,13,7,23,12,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,19
/humaneval-x/python/human/problem_89.py,0.0,4,0,0,0.061,15.429,2818.196,156.566,182.661,python,9,62.81,18,7,25,12,100.0,93.807,100.0,58.716,100.0,100.0,100.0,100.0,100.0,100.0,19
/humaneval-x/python/human/problem_90.py,0.0,3,0,0,0.03,6.667,609.177,33.843,91.377,python,3,75.459,10,6,14,8,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,14
/humaneval-x/python/human/problem_91.py,0.0,2,1,0,0.038,7.562,867.374,48.187,114.694,python,4,72.177,11,8,16,11,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,19
/humaneval-x/python/human/problem_92.py,0.0,5,0,0,0.069,18.9,3885.786,215.877,205.597,python,7,64.697,21,5,33,9,100.0,91.0,100.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,14
/humaneval-x/python/human/problem_93.py,0.0,5,0,0,0.086,11.458,2954.451,164.136,257.843,python,5,67.196,25,12,32,11,100.0,91.0,100.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,23
/humaneval-x/python/human/problem_94.py,0.0,5,0,0,0.15,20.188,9063.2,503.511,448.951,python,14,55.755,38,16,51,17,100.0,91.0,100.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,33
/humaneval-x/python/human/problem_95.py,0.0,10,0,0,0.189,23.6,13353.626,741.868,565.832,python,22,50.097,59,15,60,12,100.0,86.005,100.0,6.702,100.0,100.0,100.0,100.0,100.0,100.0,27
/humaneval-x/python/human/problem_96.py,0.0,4,0,0,0.067,13.333,2693.955,149.664,202.047,python,11,60.602,20,9,26,12,100.0,93.807,100.0,58.716,100.0,100.0,100.0,100.0,100.0,100.0,21
/humaneval-x/python/human/problem_97.py,0.0,1,0,0,0.023,7.0,484.32,26.907,69.189,python,2,80.415,8,4,12,7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,11
/humaneval-x/python/human/problem_98.py,0.0,3,0,0,0.052,8.5,1322.51,73.473,155.589,python,6,67.274,17,10,19,10,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,20
/humaneval-x/python/human/problem_99.py,5.374,8,1,0,0.132,15.692,6194.19,344.122,394.728,python,17,53.904,34,13,51,12,100.0,86.901,100.0,12.673,100.0,100.0,100.0,100.0,100.0,100.0,25
/humaneval-x/python/human/problem_100.py,0.0,2,0,0,0.022,7.875,524.537,29.141,66.608,python,2,80.396,7,4,11,9,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,13
/humaneval-x/python/human/problem_101.py,0.0,4,0,0,0.065,14.143,2771.809,153.989,195.986,python,11,60.695,18,7,29,11,100.0,93.807,100.0,58.716,100.0,100.0,100.0,100.0,100.0,100.0,18
/humaneval-x/python/human/problem_102.py,0.0,1,0,0,0.037,12.6,1391.207,77.289,110.413,python,8,65.86,14,5,15,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,14
/humaneval-x/python/human/problem_103.py,0.0,2,0,0,0.066,12.222,2429.884,134.994,198.809,python,7,65.202,20,9,26,11,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,20
/humaneval-x/python/human/problem_104.py,0.0,4,0,0,0.061,8.5,1554.112,86.34,182.837,python,6,66.648,17,11,24,11,100.0,93.807,100.0,58.716,100.0,100.0,100.0,100.0,100.0,100.0,22
/humaneval-x/python/human/problem_105.py,0.0,2,0,0,0.162,11.111,5402.856,300.159,486.257,python,20,52.537,50,27,42,12,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,39
/humaneval-x/python/human/problem_106.py,0.0,6,0,0,0.113,23.833,8077.517,448.751,338.917,python,12,57.936,33,9,43,13,100.0,89.017,100.0,26.778,100.0,100.0,100.0,100.0,100.0,100.0,22
/humaneval-x/python/human/problem_107.py,0.0,5,0,0,0.119,24.0,8581.846,476.769,357.577,python,11,58.732,32,10,45,15,100.0,91.0,100.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,25
/humaneval-x/python/human/problem_108.py,0.0,3,0,0,0.13,17.0,6619.728,367.763,389.396,python,8,61.759,34,14,47,14,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,28
/humaneval-x/python/human/problem_109.py,0.0,2,0,0,0.107,14.5,4653.737,258.541,320.947,python,13,57.881,29,12,41,12,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,24
/humaneval-x/python/human/problem_110.py,0.0,5,0,0,0.077,14.0,3246.466,180.359,231.89,python,13,58.466,28,11,24,11,100.0,91.0,100.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,22
/humaneval-x/python/human/problem_111.py,0.0,7,0,0,0.115,24.75,8505.223,472.512,343.645,python,13,57.001,33,10,41,15,100.0,87.727,100.0,18.182,100.0,100.0,100.0,100.0,100.0,100.0,25
/humaneval-x/python/human/problem_112.py,0.0,3,0,0,0.05,16.9,2536.982,140.943,150.117,python,3,73.949,13,5,23,13,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,18
/humaneval-x/python/human/problem_113.py,0.0,3,0,0,0.12,13.412,4821.403,267.856,359.491,python,6,64.727,38,17,36,12,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,29
/humaneval-x/python/human/problem_114.py,0.0,5,0,0,0.079,18.562,4415.721,245.318,237.884,python,12,59.147,27,8,29,11,100.0,91.0,100.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,19
/humaneval-x/python/human/problem_115.py,0.0,2,1,0,0.035,8.333,866.667,48.148,104.0,python,3,75.2,10,6,16,10,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,16
/humaneval-x/python/human/problem_116.py,0.0,1,0,0,0.039,6.429,745.714,41.429,116.0,python,2,78.843,10,7,19,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,16
/humaneval-x/python/human/problem_117.py,0.0,5,0,0,0.134,14.083,5651.499,313.972,401.29,python,10,59.284,39,18,42,13,100.0,91.0,100.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,31
/humaneval-x/python/human/problem_118.py,0.0,4,0,0,0.17,25.0,12750.0,708.333,510.0,python,9,59.688,50,16,52,16,100.0,93.807,100.0,58.716,100.0,100.0,100.0,100.0,100.0,100.0,32
/humaneval-x/python/human/problem_119.py,0.0,8,0,0,0.104,24.111,7525.699,418.094,312.126,python,14,56.457,31,9,38,14,100.0,86.901,100.0,12.673,100.0,100.0,100.0,100.0,100.0,100.0,23
/humaneval-x/python/human/problem_120.py,0.0,1,0,0,0.036,11.0,1188.0,66.0,108.0,python,6,68.653,10,5,17,11,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,16
/humaneval-x/python/human/problem_121.py,0.0,4,0,0,0.042,8.938,1138.976,63.276,127.438,python,2,78.154,13,8,17,11,100.0,93.807,100.0,58.716,100.0,100.0,100.0,100.0,100.0,100.0,19
/humaneval-x/python/human/problem_122.py,0.0,3,0,0,0.038,7.857,899.242,49.958,114.449,python,2,78.615,11,7,17,10,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,17
/humaneval-x/python/human/problem_123.py,0.0,7,0,0,0.095,21.778,6206.327,344.796,284.984,python,14,56.868,28,9,35,14,100.0,87.727,100.0,18.182,100.0,100.0,100.0,100.0,100.0,100.0,23
/humaneval-x/python/human/problem_124.py,0.0,7,0,0,0.193,16.705,9659.392,536.633,578.249,python,16,53.451,49,22,62,15,100.0,87.727,100.0,18.182,100.0,100.0,100.0,100.0,100.0,100.0,37
/humaneval-x/python/human/problem_125.py,0.0,5,0,0,0.086,12.0,3081.095,171.172,256.758,python,7,64.021,24,12,32,12,100.0,91.0,100.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,24
